"plot_ID","inv_year","e_form","e_ID","e_type","stand","geometry"
160081,2012,0,0,NA,NA,"17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
160091,2011,0,0,NA,NA,"17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
160093,2011,0,0,NA,NA,"17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
30058,2011,0,0,1,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
30062,2011,0,0,2,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
30127,2011,0,0,2,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
30625,2011,0,0,2,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
50004,2012,0,0,2,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
50006,2011,0,0,1,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
50007,2011,0,0,2,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
50013,2011,0,0,1,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
50014,2011,0,0,2,"A","17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507055, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 12.5953701935763, -12.6175723258019, -12.6147849763681, -11.9372900174422, -11.2270757763292, -10.4860889008979, -9.71636038466821, -8.92000000000013, -8.09919051535364, -7.2561817124724, -6.39328421988828, -5.51286317964919, -4.61733176462909, -3.70914456418894, -2.79079085631783, -1.86478778469505, -0.933673459374221, -9.83477728792197e-14, 0.933673459374025, 1.86478778469485, 2.79079085631764, 3.70914456418875, 4.6173317646289, 5.512863179649, 6.3932842198881, 7.25618171247222, 8.09919051535347, 8.91999999999996, 9.71636038466805, 10.4860889008977, 11.2270757763291, 11.937290017442, 12.614784976368, 13.2577036865167, 13.8642839523924, 14.4328631796491, 14.9618829321464, 15.4498932035144, 15.8955563915205, 16.297650964344, 16.6550748087101, 16.9668482507055, 17.232116740997, 17.4501531970911, 17.6203599962173, 17.74227061337, 17.8155509000216, 17.84, 0, -0.933673459374117, -1.86478778469494, -2.79079085631772, -3.70914456418882, -4.61733176462897, -5.51286317964906, -6.39328421988815, -7.25618171247227, -8.09919051535351, -8.91999999999999, -9.71636038466808, -10.4860889008977, -11.2270757763291, -11.937290017442, -12.614784976368, -13.2577036865167, -12.6332089173078, 12.6118477229324, 12.6147849763679, 13.2577036865166, 13.8642839523923, 14.432863179649, 14.9618829321463, 15.4498932035143, 15.8955563915204, 16.2976509643439, 16.65507480871, 16.9668482507055, 17.2321167409969, 17.4501531970911, 17.6203599962172, 17.74227061337, 17.8155509000216, 17.84, 17.8155509000216, 17.74227061337, 17.6203599962173, 17.4501531970911, 17.232116740997, 16.9668482507056, 16.6550748087101, 16.297650964344, 15.8955563915205, 15.4498932035144, 14.9618829321464, 14.4328631796491, 13.8642839523924, 13.2577036865167, 12.614784976368, 11.937290017442, 11.2270757763291, 10.4860889008977, 9.71636038466808, 8.91999999999999, 8.0991905153535, 7.25618171247226, 6.39328421988814, 5.51286317964904, 4.61733176462894, 3.70914456418879, 2.79079085631768, 1.86478778469489, 0.933673459374064, 0"
