"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb"
70067,7067,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","BB-PP","PP","P","p1",NA,"-1/-1/-1/-1/-1"
70068,7068,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70069,7069,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70070,7070,1989,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOA","MOT","-2","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70071,7071,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOA","MOT","-2","BB-DD","DD","D","p1",NA,"-1/-1/-1/-1/-1"
70072,7072,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB-PP","PP","P","p1",NA,"-1/-1/-1/-1/-1"
70073,7073,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOM","MOM","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70074,7074,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70075,7075,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70076,7076,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","BB-PP","PP","P","p1",NA,"119/PZ/hab;hsd;hcm/ab/sk;;;;"
70077,7077,1989,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70078,7078,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","2","BB","BB","B","p1",NA,"153/CM/hcm/ha/au;dy,o;;;"
70079,7079,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70080,7080,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","-2","BB-DD","DD","D","p1",NA,"-1/-1/-1/-1/-1"
70081,7081,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70082,7082,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70083,7083,1989,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","GMO","MOT","-2","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70084,7084,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70085,7085,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70086,7086,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70087,7087,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB-SS","SS","S","p3",NA,"-1/-1/-1/-1/-1"
70088,7088,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOA","MOT","-2","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70089,7089,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70090,7090,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","2","BB","BB","B","p1",NA,"147/CM/hcm;pcc;/ha/hu;eu,h;sk"
70091,7091,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70092,7092,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","AB-GG","GG","G","p1",NA,"-1/-1/-1/-1/-1"
70093,7093,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","2","BB-RN","RN","R","p1",NA,"123/LP/hum/um/hd;;;;"
70094,7094,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70095,7095,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70096,7096,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","GG","GG","G","p1",NA,"-1/-1/-1/-1/-1"
70097,7097,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-2","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
70098,7098,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU","-2","DD","DD","D","p1",NA,"-1/-1/-1/-1/-1"
70099,7099,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70100,7100,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-2","SS-BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70101,7101,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70102,7102,1989,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU","-2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70103,7103,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","BB","BB","B","p2",NA,"130/AR/-1/br/hd;;;;"
70104,7104,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","BB","BB","B","p3",NA,"130/CM/hcm/ha/au;dy;sk;c"
70105,7105,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70106,7106,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70107,7107,1989,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70108,7108,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","-2","BB","BB","B","p4",NA,"-1/-1/-1/-1/-1"
70109,7109,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","AMO","AMO","8","HN","HN","H","p4",NA,"-1/-1/-1/-1/-1"
70110,7110,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70111,7111,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70112,7112,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70113,7113,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70114,7114,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p3",NA,"130/CM/hcm/ha/au;dy,h;sk"
70115,7115,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p3",NA,"130/AR/-1/br/hd;;;;"
70116,7116,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","GMO","MOT","2","BB-GG","GG","G","p4",NA,"153/GL/pgl/ha/au;dy,h;ar"
70117,7117,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","GG","GG","G","p4",NA,"-1/-1/-1/-1/-1"
80073,8073,1991,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","PP","PP","P","-1",NA,"-1/-1/-1/-1/-1"
70118,7118,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70119,7119,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70120,7120,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","-2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70121,7121,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70122,7122,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70123,7123,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70124,7124,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70125,7125,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p1",NA,"119/CM/hcm/ha/au;dy,h;sk"
70126,7126,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70127,7127,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p2",NA,"130/RG/-1/ha/br;au;dy,h"
70128,7128,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70129,7129,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70130,7130,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
70131,7131,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70132,7132,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70133,7133,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","AZ-GG","GG","G","p1",NA,"-1/-1/-1/-1/-1"
70134,7134,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MR","MR","2","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
70135,7135,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
70136,7136,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p4",NA,"-1/-1/-1/-1/-1"
70137,7137,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","GG-AZ","AZ","A","p1",NA,"-1/-1/-1/-1/-1"
70138,7138,1989,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","2","BB","BB","B","p3",NA,"130/AR/-1/br/hd;;;;"
70139,7139,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B","p2",NA,"130/CM/hcm/ha/au;dy;;;"
70140,7140,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MR","MR","2","BB","BB","B","p3",NA,NA
70141,7141,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","SS-GG","GG","G","p3",NA,NA
70142,7142,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p3",NA,NA
70143,7143,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","GG","GG","G","p4",NA,NA
70144,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/CM/hcm/ha/co;au;dy,o"
70145,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-2","BB-SS","SS","S","p1",NA,NA
70146,NA,-2,2005,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-2","BB","BB","B","p1",NA,NA
70147,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-2","BB","BB","B","p1",NA,NA
70148,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","-2","BB","BB","B","p1",NA,NA
70149,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p1",NA,"-1/CM/hcm/ha/au;dy,p;sk"
70150,NA,-2,2005,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-2","GG-AB","AB","A","p1",NA,NA
70151,NA,-2,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU","-2","SS-BB","BB","B","p1",NA,NA
70152,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-2","BB","BB","B","p1",NA,NA
70153,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-2","BB","BB","B","p1",NA,NA
70154,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","-2","BB","BB","B","p1",NA,NA
70155,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-2","BB","BB","B","p1",NA,NA
70156,NA,-2,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOR","MOT","-2","BB","BB","B","p1",NA,NA
70157,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-2","BB","BB","B","p1",NA,NA
70158,NA,-2,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOA","MOT","-2","BB","BB","B","p1",NA,NA
70159,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","TC","TC","T","p1",NA,"-1/CH/hmo;mca;hcc/cc/am;;;;"
70160,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-2","BB","BB","B","p1",NA,NA
70161,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-2","BB","BB","B","p1",NA,NA
70162,NA,-2,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","CF","CF","C","p1",NA,NA
70163,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","GG-AB","AB","A","p1",NA,"-1/FL/mfv;pgl;hcc/gl;cc/eu;;;;"
70164,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","2","BB","BB","B","p2",NA,NA
70165,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","2","BB","BB","B","p3",NA,NA
80001,8001,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU","1","BB-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1"
80002,8002,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80003,8003,1991,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80004,8004,1989,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUT","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80005,8005,1991,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUT","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80006,8006,1989,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80007,8007,1991,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80008,8008,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
80009,8009,1991,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80010,8010,1989,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80011,8011,1991,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80012,8012,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","BB","BB","B","-1",NA,"-1/-1/-1/-1/-1"
80013,8013,1991,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOM","MOM","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80014,8014,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80015,8015,1991,2005,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU","1","LL-BB","BB","B","-1",NA,"-1/-1/-1/-1/-1"
80016,8016,1991,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80017,8017,1991,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
80018,8018,1991,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","2","SS-BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80019,8019,1990,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT","2","LL-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
80020,8020,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80021,8021,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80022,8022,1990,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOT","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80023,8023,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80024,8024,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80025,8025,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80026,8026,1991,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80027,8027,1991,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MUT","MU","1","BB","BB","B","-1",NA,"-1/-1/-1/-1/-1"
80028,8028,1991,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT","2","LL-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80029,8029,1989,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80030,8030,1989,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80031,8031,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80032,8032,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80033,8033,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80034,8034,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80035,8035,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80036,8036,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","PP","PP","P","p1",NA,"-1/-1/-1/-1/-1"
80037,8037,1991,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU","1","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80038,8038,1991,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80039,8039,1989,2008,92,"Nadelbestand (nicht näher spezifizierbar)","ROR","RO","3","PP","PP","P","-1",NA,"-1/-1/-1/-1/-1"
80040,8040,1989,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU","1","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80041,8041,1990,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80042,8042,1989,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80043,8043,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROF","ROF","3","SG","SG","S","p1",NA,"-1/-1/-1/-1/-1"
80044,8044,1990,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80045,8045,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80046,8046,1990,2006,92,"Nadelbestand (nicht näher spezifizierbar)","HMO","RO","3","PP","PP","P","p1",NA,"-1/-1/-1/-1/-1"
80047,8047,1991,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80048,8048,1989,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80049,8049,1991,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MOT","MOT","2","PP","PP","P","-1",NA,"-1/-1/-1/-1/-1"
80050,8050,1990,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOT","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80051,8051,1991,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","SG","SG","S","-1",NA,"-1/-1/-1/-1/-1"
80052,8052,1990,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","2","SG","SG","S","-1",NA,"-1/-1/-1/-1/-1"
80053,8053,1991,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80054,8054,1990,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80055,8055,1991,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU","1","SH","SH","S","p1",NA,"-1/-1/-1/-1/-1"
80056,8056,1990,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","CF-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1"
80057,8057,1990,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","CF-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1"
80058,8058,1990,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","HN-SG","SG","S","p1",NA,"-1/-1/-1/-1/-1"
80059,8059,1991,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MOT","MOT","2","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80060,8060,1990,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80061,8061,1991,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOT","MOT","2","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80062,8062,1990,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MOT","MOT","2","BB","BB","B","p4",NA,"-1/-1/-1/-1/-1"
80063,8063,1991,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT","2","BB-PP","PP","P","-1",NA,"-1/-1/-1/-1/-1"
80064,8064,1990,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT","2","PP","PP","P","-1",NA,"-1/-1/-1/-1/-1"
80065,8065,1991,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOT","MOT","2","PP","PP","P","-1",NA,"-1/-1/-1/-1/-1"
80066,8066,1990,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM","2","LL-BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
80067,8067,1991,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","1","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
80068,8068,1990,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU","1","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
80069,8069,1991,2008,92,"Nadelbestand (nicht näher spezifizierbar)","MUT","MU","1","SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
80070,8070,1990,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT","2","SS-LL","LL","L","p2",NA,"-1/-1/-1/-1/-1"
80071,8071,1991,2007,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT","2","LL-SS","SS","S","p4",NA,"-1/-1/-1/-1/-1"
